Temp,Wind,Precip,Pressure,Heat,Brightness,FRP,Count,month
16.25,17.75,0.225,1017.75,18,323.2766447,32.75230263,304,June
17.5,20.75,0.875,1014.25,19.75,322.0306818,27.25767045,352,June
18,16,0.3,1018.75,20.5,322.1957447,32.50638298,423,June
17.25,16,0.575,1019.75,19.25,321.1746082,34.07836991,319,June
17.25,11.25,0.875,1019,19.5,323.2310345,26.66330049,406,June
16.25,10,0.4,1020,18.25,322.9141643,42.80084986,353,June
16,8.25,0.025,1021,18.25,322.4316049,38.94098765,405,June
16,9.75,1.1,1020.75,17,324.7384375,38.619375,320,June
14.75,19.5,0.475,1021.25,15.75,320.9843188,41.6622108,389,June
14.5,9,0.075,1021.25,16.25,323.8536842,29.11714286,665,June
13.75,12.25,0.025,1022,15.75,317.6629934,27.23585526,608,June
13.5,14,0,1022,14.75,329.8849015,40.34821298,1371,June
14.75,13.75,0,1020.75,16.25,316.9144172,32.59125767,652,June
14.25,17.25,0.575,1021.5,16,321.0363636,22.31718555,803,June
14.25,16.25,0.875,1021.75,15.5,321.3704595,37.00021882,457,June
14.25,16.75,0.275,1025.25,15.25,321.858127,29.7320775,929,June
15.25,17.25,0.625,1027,16.5,325.1796834,34.69775726,758,June
16.25,22,0.65,1024.75,18,320.9,32.69289855,690,June
16.75,21.5,0.85,1023.5,18.75,325.3774678,33.46051502,932,June
16.25,15.75,0.15,1024.5,17.75,320.1220159,33.16525199,377,June
14.75,20.5,1.3,1020.75,16.5,327.0163359,27.87145038,655,June
15.25,16.5,0.2,1020.5,16.75,323.1314286,51.47220779,385,June
14.75,13,0.05,1020.25,16.75,322.3789546,25.56189821,727,July
15.5,7.25,0,1020.25,17.5,321.4985841,35.92,565,July
15.75,16.5,0.15,1024.5,18.25,320.8215022,43.7724595,679,July
15.5,19.75,3.25,1024.75,17,326.8746871,33.64381085,719,July
15.75,21.5,0.475,1026.5,17,322.057109,36.47867299,422,July
17,18.25,0.375,1027,17.5,326.5046444,33.4521045,689,July
15.75,14,0.2,1027,16.75,321.8656604,35.81396226,265,July
15,9.75,0.175,1024,16.25,322.8703571,26.43785714,560,July
15,10.75,0,1020.75,16.75,321.7340741,38.53432099,405,July
15.25,18,0,1017,17,323.1091222,31.69156627,581,July
16,17.25,0.1,1018,17.25,327.2720085,47.41965812,468,July
15.25,20,0.25,1019,17,320.5426415,26.42867925,265,July
14.25,24.25,0.075,1022.25,16,329.4,35.73365651,722,July
13.25,19,0.075,1025.25,14.25,319.6846154,40.44222586,611,July
14,21.75,0,1023.25,15,323.8935432,32.5874092,1239,July
15.25,10.25,0.025,1023.25,16.5,321.1236094,51.76378245,809,July
15,13.75,0.075,1020,16.5,323.0035738,27.06717406,1511,July
14.75,15.75,0.1,1017.5,16.25,324.474867,38.00093085,752,July
15,13.75,0.175,1016.75,17.25,322.5493317,29.08614824,823,July
15,17.75,0.075,1018,16.75,329.7968421,48.42368421,760,July
15.75,15.25,0.15,1017,17.75,325.4644886,42.77883523,704,July
15.75,16.75,0.025,1016.25,17.5,330.9116129,41.9923871,775,July
16.25,15.25,0.025,1018.5,18,323.5064677,56.80360697,804,July
16,13.75,0.025,1022,17.5,329.7034686,58.70320681,1528,July
15.25,11.75,0.025,1023.75,17,323.7978691,43.81887367,657,July
15.25,8,0.275,1021,17.25,330.9907787,42.72592213,976,July
15.5,9.25,0.025,1021,17.25,324.5026178,34.60017452,573,July
15.25,12,0.05,1022.5,18,325.1029851,35.98339552,536,July
15.5,9.75,0.05,1022.5,18,327.9404059,38.14575646,542,July
15,12.25,0.525,1024.75,16.75,326.1689655,49.43509128,493,July
14.25,14.25,0.175,1028.75,15.5,327.3862697,40.80680437,823,July
14.75,12,0.425,1029.75,16.25,323.5,47.15741627,418,August
15,14.75,0.325,1028.5,16.5,322.9269136,30.78333333,810,August
15.25,9.25,0.075,1026.5,17.25,326.0157647,33.29694118,425,August
15,11.5,0.075,1026,17.25,322.6537879,30.9157197,528,August
16,11.75,0.625,1021.5,18.75,323.8522727,32.72222222,396,August
15.5,13.25,0,1017.75,17.5,323.9745353,45.38736059,538,August
14.5,5.75,1.125,1015.5,16,325.6207983,36.83508403,476,August
15.5,25.5,0.075,1010.75,16.75,319.7213058,38.18969072,291,August
14,26,0.1,1013,16,323.6619134,38.23628159,554,August
13.5,24.75,0.05,1013.75,15,324.2057566,48.60756579,608,August
13.25,25,0.05,1015,14.5,324.6697368,36.43441296,988,August
13.75,14.75,0.075,1021.5,16,327.4800921,47.94361335,869,August
14.75,12,0.075,1023,16.5,323.2219108,35.39592357,785,August
14.75,13.25,0.5,1022,16.75,324.9365055,35.15335413,641,August
15.5,10.5,0,1022.75,17.75,319.5902314,34.21105398,389,August
15.5,16.5,0.15,1019,18,329.810998,49.36659878,491,August
15.5,16.5,0.05,1019,17,321.897,28.40533333,300,August
14.5,18.25,0.675,1019.5,15.75,325.0605333,31.39626667,375,August
14.75,20.25,0.05,1023.5,16.25,322.2938976,48.29468504,508,August
14.5,15.75,0.025,1027.25,16.75,325.6766625,38.23676286,797,August
16.25,20,0.025,1021.25,17.75,324.8433962,46.56053459,636,August
15.75,24.25,0.025,1018,17.25,327.1942623,41.66196721,610,August
14.25,17,0.125,1022.75,16.5,327.7780992,34.71983471,484,August
15,11,0.025,1020.75,17,325.8176301,35.89450867,346,August
14.75,13.5,0.025,1021.75,16.75,328.430719,44.14444444,306,August
14.75,13,0.525,1023,17,323.8406154,48.40769231,325,August
15.75,14.25,1,1022.25,17.75,328.8855107,37.41401425,421,August
17,11.75,0.075,1019.75,19.25,335.9483516,70.44249084,546,August
15.25,20.5,2.125,1019.75,17.25,328.1453913,46.76591304,575,August
14.75,23.25,0.775,1020,16.25,328.857384,40.44514768,474,August
16.25,20.75,0.2,1018.5,18,327.9354651,47.07005814,344,August
16.5,16.75,0.7,1017.25,19.25,333.4740672,40.56287313,536,September
17.25,17.75,0.25,1017,18.75,325.5992481,54.78345865,399,September
16.5,11,0.075,1017,19,330.1372964,46.68680782,614,September
17.5,13,0.35,1016.5,19.5,327.2874759,47.49537572,519,September
17,12,0,1016.5,18.5,332.7016854,62.66123596,534,September
18,21,0.075,1012,19.25,332.964,85.00791667,1200,September
15.5,21.5,0.05,1016,17,332.4467907,57.20855814,1075,September
16,20.5,0.125,1017.5,17.5,329.74825,64.31875,1200,September
16.5,20.5,0,1017.25,18.5,332.3218699,60.87439024,1230,September
15.75,15.5,0.075,1022,18,328.9254366,45.8785877,1317,September
17.25,14.5,0,1026,19.5,328.7581552,51.38256468,889,September
18.25,10.5,0,1023,22,330.6012766,72.19755319,940,September
18.75,10.75,0,1022.25,21,332.8172273,64.57869521,981,September
19.75,10.25,0.025,1022.25,22.25,332.0471445,68.00291153,893,September
19,12.75,0,1021.25,21.75,333.6669528,58.95407725,932,September
18.25,15.25,0.025,1019.5,21.5,330.760601,57.63739566,599,September
16.25,15,2.925,1020.25,18.5,332.9183594,54.440625,512,September
17,19.75,1.3,1020,18.75,329.0521739,65.85966184,414,September
18,21.5,0.025,1019.25,20,330.7767606,48.89201878,426,September
16.5,14.75,0.175,1021.75,19.25,340.2621547,109.9016575,362,September
16.5,17.75,0.2,1022.75,19.25,329.6124481,39.03692946,241,September
17,15,0.275,1025,18.75,325.302381,52.04489796,294,September
17.5,12.25,0,1024.5,20,330.4437018,46.88046272,389,September
17.5,16.25,0,1024.75,20,330.5460352,43.00528634,454,September
17,13,0.125,1024.75,19.5,332.3116041,60.69590444,293,September
18.25,12,0.125,1023,20,328.7762319,41.50289855,345,September
18.5,12.5,0,1019.25,22.5,327.9118681,46.99406593,455,September
17.5,13,0.05,1018.5,20,336.2422857,59.9327619,525,September
18.5,11.5,0,1019.75,21,331.345,55.64461538,520,September
18,15.25,0.275,1021.75,20.5,337.932287,79.35351271,669,September
