Temp,Wind,Precip,Pressure,Heat,Brightness,FRP,Count,month
21.75,16.25,0.175,1017.75,25.75,332.1229592,57.18571429,196,March
23,15.5,0.6,1017.25,28.25,332.2236052,53.88197425,233,March
23.25,14.25,0.425,1014.5,28.75,324.457483,58.04336735,588,March
23.25,16,0,1011.25,27.75,328.2049505,35.92079208,101,March
22,14.75,0.2,1012.75,28,330.2776923,76.28307692,130,March
21.25,15.5,0.025,1015.5,26.25,327.7417808,54.13150685,146,March
22.25,14.25,0.25,1014.75,27.5,328.4129386,41.81403509,456,March
21.75,13.5,0.025,1013,26,327.3511111,51.79925926,270,March
22.5,14,0,1013.25,27.75,326.3792593,63.87259259,135,March
21.5,18.25,0,1015.25,25.25,322.0669782,37.60498442,321,March
20.25,14.25,0,1014.25,26,331.8874887,41.5387126,1103,March
21,18.25,0,1013.5,26.75,323.069246,63.59325397,504,March
20.25,22.75,8.2,1014.25,23,329.678117,34.43129771,786,March
19,20,0.05,1016.5,22.5,323.6594855,57.59239014,933,March
19.75,12,0.05,1019,24.75,328.8532348,46.51534196,541,April
19.5,18.5,0.275,1022.75,24.25,324.970979,40.27237762,286,April
19,17.75,0.525,1023.5,23.5,326.5470325,58.63549832,893,April
19.5,16.25,0.55,1022.75,25.5,329.7744557,37.59506531,1378,April
20.25,16,0.275,1019.25,25.5,325.7115157,74.88966535,1016,April
19.25,13.75,0.15,1018.75,25,328.7745314,36.66174201,907,April
19.5,14.5,0.175,1021.75,25,325.0307815,62.44433812,627,April
19,16.5,0.025,1020.75,25.25,327.2134199,45.75367965,462,April
18.5,17.25,0.075,1017.25,23.25,325.431457,41.29238411,302,April
18,17.75,0,1015.25,23,325.8765324,43.83099825,571,April
17.75,15,0,1017.75,23.5,324.3059416,33.76445116,993,April
18.5,14.5,0.275,1020.5,25,324.2871469,58.80720339,708,April
18.75,12,0.225,1021,24.75,328.3777311,37.1797479,1190,April
19,7.5,0.025,1019.25,25.75,321.9972549,51.16509804,255,April
18.75,10.25,0.05,1017.25,25.25,328.1681614,36.95044843,446,April
19,8,0,1017.25,25,317.6618834,38.81345291,223,April
18.75,9.25,0,1019,24,325.9093664,53.40633609,363,April
19.5,13.75,0,1019.75,24,323.3223055,49.52033739,1067,April
20.25,16.25,0.425,1022,26,325.0655602,50.88533887,723,April
19.75,15,2,1022.5,24.5,326.5982843,37.90972222,1224,April
19.5,12,0.05,1021.75,24.25,327.3209424,47.97958115,382,April
20,12.25,0.05,1021.25,25.75,326.6918495,37.62789969,319,April
19.75,9,0,1020.25,25.75,322.2612048,32.56385542,415,April
19.25,10.75,0.125,1018.25,25,325.2084871,33.58634686,271,April
18.25,14,0.275,1015.75,23.75,322.9133929,35.33214286,336,April
17.5,16,0.175,1015.25,22.75,324.6509158,51.2021978,273,April
16,14.5,0.025,1019.5,19.5,325.830303,37.03651515,660,April
16.25,14.25,0.025,1021.5,21.75,319.3111455,37.58359133,323,April
17,8,0,1021,23.75,321.6812844,24.7412844,545,April
17,13.25,0,1020,22.5,319.5435435,36.93363363,333,April
17.25,12.5,0.3,1019,23,322.9832721,41.79356618,544,May
17.5,10.5,0.05,1020.25,22.75,325.8260121,41.15222672,988,May
17.25,15.25,0.125,1023.75,22,326.3339048,65.56504762,1050,May
16.5,15.25,0.15,1025.25,22,323.4431462,33.16702074,1977,May
17,14,0,1025.25,23,323.4685022,43.77852423,908,May
17.5,13.5,0.05,1023.75,23.25,325.3577154,51.0239479,998,May
16.5,13.25,0,1024.5,21.75,328.5267773,106.5424171,844,May
15.75,13.5,0.3,1023.75,20.75,324.2110592,40.54073209,1284,May
16,15.25,0,1023,20.75,324.1410421,36.43047823,1401,May
15,13.5,0.625,1021.75,19.5,325.42723,55.14559207,1917,May
15.75,11.75,0,1021.75,22,329.1456245,59.23899745,2354,May
15.5,10.25,0.15,1022,23,322.622693,51.69067797,1062,May
16.5,8.25,0.3,1021,23,323.3976778,35.54833091,1378,May
16.5,11.25,0.55,1017,21,323.6417079,34.7105198,808,May
16.75,16.25,0,1014,20.5,324.4621653,36.88079162,1718,May
16.75,12.75,0,1014.75,21.75,327.2221044,41.66133768,1226,May
16.5,12,0.075,1018.5,20.75,320.4117098,33.2307772,965,May
17.5,13.25,0.025,1020.25,22,323.6930048,39.46033386,1258,May
16.75,14.5,1.1,1017.5,19,324.2149565,61.42278261,575,May
16.5,8.75,0.15,1014.5,19.25,328.8942428,42.48986233,799,May
16.25,13.5,0,1015.75,20,326.9582988,66.97012448,482,May
16.75,13,0.025,1018.75,20.5,323.2417989,37.96507937,567,May
16.75,9.25,0,1018.5,21.25,324.8026128,48.68432304,421,May
16.75,13.75,0.025,1018,21.25,325.8473131,44.59696262,856,May
16,12,0,1019,22,326.1764414,41.19333996,1006,May
15.75,9.25,0,1019.75,19.75,325.5933171,53.19258809,823,May
15.5,11.25,0.3,1018.5,21.75,327.7330761,33.32094818,907,May
15,16,0.175,1016.75,21,322.0069853,26.94338235,272,May
14.5,12.5,0,1020,19.75,325.4122271,36.71626638,916,May
14,11.25,0.225,1023,19.5,322.1876777,36.91398104,844,May
13.75,15,0.125,1025.25,19,320.5271105,34.90137268,1457,May
13.5,16.25,0.025,1028.5,18.75,324.6169591,46.97573099,1026,June
13.75,15.75,0.025,1028.5,19.25,318.6546137,27.13261803,932,June
14,15.25,0.025,1027.25,19.75,321.3083212,29.28759124,685,June
14,10.5,0.075,1025.25,19.75,320.9902878,24.77248201,556,June
14.5,7.25,0,1023.5,20,322.8741742,30.80510511,666,June
14,16,0.05,1022,18.75,321.3326531,39.96543367,784,June
13.25,13.5,1.05,1022.75,18.75,324.9340627,40.00576222,1371,June
13.75,14,0.35,1024.75,18.75,319.4790919,33.46335797,947,June
14.5,14.75,0.325,1027.25,19.25,324.0536851,73.53668342,1194,June
15,13,0.85,1028,19.25,325.0092907,41.41158841,1001,June
15.25,10,0.45,1024.75,19.25,319.1675993,44.66940433,1108,June
15.25,11.5,0.1,1022.5,19.5,321.7770572,27.91834031,1434,June
15.25,18,2.125,1023,19,318.9486765,30.76470588,680,June
15.75,14,0.3,1024,19,324.0493652,26.08274832,1339,June
15,11.5,0.025,1023.75,19.25,319.9769886,36.22159091,704,June
14.75,11.75,0.25,1023,19.5,321.9675115,25.90092166,868,June
15,8.25,0.05,1023.25,21,324.7352381,34.968,525,June
14.25,13.75,0.225,1024.5,20.25,321.185342,34.50765472,614,June
15,17.25,0.075,1024.5,19.75,327.8154702,39.0132457,989,June
15,15,0.025,1022.25,18.75,322.1389041,34.47821918,730,June
14.5,15.5,0,1021.75,19,325.4022375,29.58442341,1162,June
14.25,14.25,0.025,1020.5,17.25,322.679927,38.48594891,548,June
13.75,12,0,1018,19.25,324.2491776,37.25986842,608,June
13.75,11.75,0,1018.75,19,324.0341969,36.71373057,386,June
13,11.5,0.075,1020.5,18,322.0735802,30.89876543,405,June
13,7.75,0,1022.75,18.5,329.4663978,48.05430108,372,June
13.25,9.25,0.05,1024.5,18.25,327.697138,33.16296296,594,June
13.25,10.75,0.05,1024.25,18.25,320.9088319,32.24245014,351,June
13.5,13.25,0.025,1023.25,18,318.8699659,36.64232082,293,June
13,18.5,0,1022.25,16.25,325.2185072,26.79856851,978,June
12,18.75,0,1023,14.25,319.1778689,34.08852459,244,July
12,11,0,1021.5,16.5,319.1616279,35.19011628,172,July
12.75,16,0,1016.25,16,325.8634518,46.52538071,197,July
14.5,13,0.125,1015.75,18.5,322.7795455,23.98484848,132,July
13.75,15,0.025,1015.5,17.75,321.1748837,40.84046512,215,July
13,12.5,0.05,1016.25,18,321.1905579,30.1,233,July
13.5,17.75,0.5,1013.25,16,321.8660517,29.07712177,271,July
12.75,14.75,0,1019,16.5,321.7230769,27.30177515,169,July
12.25,8.5,0.05,1021.5,16.5,322.1452736,29.03482587,201,July
12.75,15,0,1023,16.5,323.8203125,40.4421875,128,July
13.75,16.25,0,1024.25,17.5,322.3924933,33.00723861,373,July
14.5,23,0.225,1025.75,17,324.883612,45.48043478,598,July
14.25,14.25,0.025,1022.5,17.5,324.4610236,37.77972441,508,July
14.25,13,0.025,1019.75,17.75,331.3481591,47.16568483,679,July
14.75,15.5,0.05,1019,18.5,320.9641026,39.15299145,234,July
14,13.25,0,1018.5,17.25,325.3902111,23.72763916,521,July
14,12.75,0.525,1016.25,17.5,328.9335271,54.80775194,516,July
15,22.5,0.6,1013.5,21.25,325.141115,34.37961672,574,July
13.75,27,0,1013.75,15.5,324.7524038,51.77451923,416,July
13,18.25,0,1015.75,16.75,327.6398804,39.7353544,1171,July
13.75,21,0,1018,17.75,324.4331667,40.22783333,600,July
14.25,14.5,0,1018.75,19.25,323.4492341,35.55229759,457,July
15,18.25,0.1,1017,19.5,327.0238173,33.34877651,613,July
15.25,14.5,0,1019.25,19,320.3370874,41.22252427,515,July
15.5,15.25,0,1019.75,20,329.5784,70.99386667,750,July
16,15.75,0,1019.5,19.75,324.4390706,48.60499139,581,July
15.5,18.75,0.025,1018.25,20,324.5842424,38.69075758,660,July
15.25,25.25,0,1016.25,18.75,326.1673684,48.31421053,570,July
15.25,19.5,0,1014.75,20.5,326.8357143,49.35212766,658,July
15.75,13,0,1017.5,20.25,326.3497537,39.96231527,406,July
14.75,19.25,0.025,1016.75,17.25,325.3777108,50.88253012,498,July
13.5,14,0,1024.25,17,326.862037,56.34648148,540,August
12.75,12.25,0,1023.25,17,331.2686747,134.0366922,913,August
13.25,16.25,0.375,1016.25,16,330.4290503,57.26405959,537,August
13.75,22,0.25,1012.5,16.5,323.3326848,47.81945525,257,August
14.5,18.75,0.025,1014.5,17.75,328.2329787,56.10957447,470,August
14.5,22.5,0,1012.75,18.25,330.1112022,53.96420765,366,August
15.5,21,0,1013.75,18.5,329.0841463,62.99715447,492,August
14,17.75,0,1016.25,17.25,332.039523,63.01056218,587,August
14,18.5,0,1016.75,18.25,335.0870219,77.22868852,732,August
15,15.75,0,1015.75,19.75,333.1758876,102.2573964,676,August
16.25,20.5,0.025,1015.5,20.5,327.294898,49.58632653,490,August
16.25,17.5,0.075,1015.5,19.5,326.6568898,46.06003937,508,August
16.5,17.25,0,1016,21,325.6365419,43.41639929,561,August
17,14.75,0,1014.75,21,326.7320313,50.76421875,640,August
16.75,18,1.85,1012.25,19,331.2364512,79.85983494,727,August
16.75,29,0.05,1010.25,19.5,333.5305682,65.8225,880,August
16.25,23.5,0.25,1011,20,329.5163683,56.89462916,782,August
15.25,29.75,0.025,1014.5,17.75,328.0891667,50.16416667,840,August
13.25,24.5,0.1,1019.25,16,329.3351706,60.66745407,762,August
12.5,19.25,0,1021,16.25,333.0232019,94.26531323,862,August
13.25,10,0,1016.5,17,334.8290761,78.40475543,736,August
15,11,0.025,1019.25,19.25,327.0618217,54.01143411,516,August
15.25,13.5,0.45,1020.5,20,323.9035661,40.33432392,673,August
15,18.25,0.375,1020.5,19,330.5421702,64.92009864,811,August
14.5,16.25,0.2,1022,17.5,328.0938608,59.49399727,733,August
14.5,10.5,0,1022.5,20.5,326.4652113,35.25887324,710,August
14.5,14.75,0.025,1019.25,19.5,329.4913462,70.59603365,832,August
14,15,0.025,1019.75,18.25,326.1536418,40.89631534,1167,August
13.75,8.75,0,1020,16.75,327.4399792,54.42450675,963,August
14.75,11.25,0,1021,18.75,328.9379135,53.25224767,1179,August
14.5,19.75,0,1022.25,18.25,330.0272727,54.58847235,1067,August
14.75,17.75,0,1019.25,18.75,327.022963,46.50355556,675,September
15,11.25,0,1018.5,20.75,336.6449756,81.35063415,1025,September
16,23,0.05,1016.25,20,332.3920424,75.95172414,754,September
15.5,20.5,0.125,1015.5,19.25,332.185,75.47448718,780,September
15.25,17.75,0.05,1016.25,19,329.492383,64.14504897,919,September
15.75,16.25,0.1,1018,20,329.4446009,60.13920188,1278,September
16,14,0.075,1020,20,330.8137045,58.6990364,934,September
15.75,15.5,0,1020,20.25,331.8164602,51.82283186,1130,September
14.75,12,0,1021,18.75,332.639032,62.24324746,1281,September
15.25,11.25,0,1019.25,19.75,333.0786348,68.5983156,1128,September
17.5,16.25,0,1015.75,23,334.4386364,70.48312937,1144,September
17.75,15.25,0,1015.5,22.75,335.0847441,72.53090551,1016,September
17.75,20.75,0.1,1014.25,22.5,333.7549669,82.01729213,1359,September
15.75,24.25,0.05,1017,19,331.2623867,67.94206949,1324,September
16.25,11.5,0.075,1019,21.25,332.4011111,73.01436508,1260,September
16.5,13.5,0,1020.5,22,336.0476012,85.09130435,1334,September
16.5,17,0.05,1022.5,20.75,336.3335356,97.43199117,1813,September
17,18.25,0.2,1019.25,22,339.7088374,104.9299293,2546,September
17.25,17.25,0,1018,21,343.9709501,116.4591961,1642,September
17.25,15,0,1016,20.75,338.6251302,102.4300347,2304,September
17.75,18,0,1011.5,21.5,339.2059021,95.01439539,2084,September
19.25,23.75,0,1009,24,341.3875483,167.0068059,2586,September
19.5,23.5,0,1007.5,23.75,343.8005475,152.3807407,3105,September
18.75,25.25,0.05,1005.75,21,337.5614027,107.9425232,2267,September
18,16.75,0,1009,22,338.7567679,99.72876994,1943,September
16.75,18,0,1013.5,20.75,337.7744931,86.38253761,1529,September
17,20,0,1012.5,21,335.3997833,76.12860238,1846,September
18,16,0,1012.5,22,337.9461426,75.42088792,1374,September
18.25,13.5,0,1016.75,23.25,334.3010017,87.55784641,1198,September
17.75,15,0,1019.5,22.5,335.738704,90.23882078,1713,September
17.25,10.75,0,1021.25,22.75,337.188953,98.49942292,1213,October
17,15.5,0.525,1020,21.25,343.2535354,118.85867,1188,October
18.25,13,0.55,1019.75,23.5,339.2537118,129.9021834,916,October
18.25,17.75,0.05,1019,24,335.149581,69.35698324,716,October
18,15,0,1018.75,22.75,339.5868447,97.98031652,1011,October
17.25,16.75,0,1017.75,18.5,338.0925115,102.5413594,868,October
17.25,20,0,1016,21,341.9289948,93.90554124,776,October
17.75,13.25,0,1015,21.75,335.8570577,68.78946322,503,October
18.25,11.25,0.025,1012.25,24,332.5779259,64.00814815,675,October
18.5,17.75,0,1013.5,22.75,334.0934084,54.2585209,622,October
19,18,1.7,1013.25,22,329.6431942,46.67041742,551,October
18.75,16.75,1.425,1016,22.5,334.2951261,56.93310924,595,October
19.25,13.25,0.05,1015.75,24.25,332.0994382,51.58838951,534,October
18.5,16,0.325,1017.75,22.75,332.3964974,48.84886165,571,October
18.25,15,0.725,1017.5,22.5,340.2358879,102.0151402,535,October
19.75,24,0,1016.5,23,356.032939,357.7539581,1099,October
20,25,0,1017.5,22.5,345.4236453,131.2424877,812,October
20.25,21.25,0,1020.75,23.75,345.144878,113.912561,820,October
19.25,18.25,0,1022.5,24,341.6288043,105.3869565,552,October
18.5,17.75,0.45,1022.5,21.25,343.2116838,108.05,582,October
17.5,20.25,1.6,1019.25,19.75,342.0386667,117.4306667,450,October
17.5,11.25,0.25,1014.25,21.75,334.149031,51.67616279,516,October
17.75,13.75,0.3,1016.25,22.5,336.1077031,80.17745098,714,October
18.75,15.75,0.075,1016.25,22.75,340.4927052,95.38411854,1316,October
19.75,13.5,0,1012.75,25.25,341.2154623,140.054157,1287,October
18.75,21.5,0,1009.25,22.25,344.3321113,96.38845893,1473,October
19.5,23.5,0,1008.5,23.5,339.8600518,121.6314064,1159,October
18.75,16.75,0,1010.75,22.75,343.9677244,134.3011786,1103,October
20.5,19.75,0,1009.25,26.25,339.5065574,101.9407601,1342,October
19.75,18.5,0.075,1010.75,26,336.5321553,98.401854,1726,October
18.5,18,0,1016.25,22.5,339.6822245,73.53245968,2976,October
19,12.5,0,1015,23.5,339.2990709,108.6527139,2045,November
18.75,12.75,0,1013.25,23,339.1278707,98.05653992,2630,November
18.75,11.5,0,1013.75,24.5,338.4430948,83.92205029,2585,November
18.75,15.25,0.25,1016.75,23,338.1342361,86.54850445,2474,November
19.75,11.75,0.325,1017.25,23.75,340.1465563,98.72698532,2657,November
20.25,19.75,0.225,1012.25,25,338.9441802,80.95356696,1598,November
19.75,16.5,0.125,1015.25,24,341.5449701,111.6110386,1839,November
20,14.25,0.375,1018.75,25.25,335.5851582,69.52189781,1644,November
21,13.5,0,1019,26.25,337.9139833,81.82644018,2031,November
22.25,15.25,0.025,1019.75,27,333.6442033,76.69386237,1613,November
23,14.25,0.05,1018.5,27.25,338.4585079,96.40778796,1528,November
23,15.75,0,1017,26.75,339.7996041,97.34220111,1263,November
22.5,18,0,1016,26.5,343.6202658,80.46511628,602,November
21.5,16.75,0,1015.5,25.75,333.0057613,54.70576132,486,November
20.5,19.25,0.825,1015,24.25,334.4079657,89.34080882,816,November
20.5,20.5,0.075,1012.75,25.25,340.27728,102.22176,625,November
19.25,21.75,0.3,1013.25,22.25,337.9533844,90.31915709,783,November
19.25,17.75,1.65,1015,22,343.7923077,90.60695469,949,November
20.75,15.75,0.2,1016.5,25.75,333.9159,80.6155,1000,November
21.25,17,0.025,1017.25,26.25,337.2611316,69.85153752,813,November
22.25,15.75,0.1,1017.25,26.25,342.7053314,112.1809798,694,November
22,15.75,0.25,1015.25,26,338.2952174,102.4184783,460,November
21.75,12.25,0.2,1013.5,25.25,333.644,63.3654,500,November
22.5,14.75,0.025,1013,27.75,338.2137725,84.04550898,501,November
22.25,15.5,0.5,1013.5,27.25,335.8725429,75.93619345,641,November
22,16,0.075,1012.25,26.75,334.455794,77.85396996,932,November
21.75,14.75,0.35,1011.5,26.25,345.7741784,116.0678068,1491,November
22.5,15.25,0.2,1013.5,27.75,345.9475916,216.39485,3301,November
22.75,15.75,0.875,1014,26.75,343.8627434,98.1565556,2311,November
22.5,17.75,0.175,1013.25,27.5,339.9587069,86.93534686,2119,November
21.5,18.75,0.025,1013.5,25.5,340.4083647,78.86752072,1327,December
22,19.75,1.2,1011.5,26.25,339.4203723,69.92037229,967,December
22,13,0.4,1010.75,26.75,343.874569,137.1142241,696,December
19.25,12,2.925,1011,21.75,341.0230022,96.70464363,926,December
20,14.5,0.025,1008,25.25,337.5810742,64.90626598,782,December
20.5,10.5,0.35,1007,25,337.3848126,70.7503616,1521,December
21.75,9.75,0,1009.5,26.5,338.4069896,72.11107266,1445,December
22.25,15.25,0.275,1013.75,26.5,336.2700942,82.80274725,1274,December
23,11.25,0,1017.25,27.75,342.6711071,81.09450945,1111,December
23.5,15,0,1018,28.5,334.3980846,92.11644054,1253,December
23.5,17,0.125,1015,28.25,338.9066849,67.98915416,1466,December
23.75,20.25,0,1013.75,28.25,335.1021277,70.67961926,893,December
23.75,21.5,0,1011,28.75,338.621547,57.00876085,1267,December
22.75,15.75,0,1011.25,28.75,333.5274454,75.71082621,1053,December
22.5,16.5,0.175,1011.25,27.25,336.852907,84.89061462,1204,December
23,16.5,0,1012,28,338.1988676,79.44930314,1148,December
22.5,18.5,0,1011.25,26.75,335.7303506,94.5201107,1084,December
23.5,22.5,0,1008.25,27.5,337.2227984,71.23506173,1215,December
23.25,19.25,0.075,1009,29.25,337.385067,86.45252074,1567,December
23,14.25,0.325,1012,29.25,342.9126557,82.07272131,1525,December
23.25,14.5,0.1,1015.5,28,339.9122573,94.76881068,824,December
24,15.75,0.05,1011.5,28,347.2647513,101.3586621,1166,December
25,14.5,0.05,1009.75,31,342.4673051,106.9316005,731,December
24,14.75,0.05,1010.25,30.25,333.5535494,55.21388889,648,December
23.25,16.5,0,1012.25,28,341.2824104,118.197557,614,December
23,14.25,0.05,1013.5,27.5,334.1032175,73.38481338,777,December
23.75,21.25,0.175,1012,28.75,339.2910017,59.53735144,589,December
23.25,16,0.025,1013.25,28,327.0418455,44.71201717,466,December
23.75,15.5,0.025,1012,29,339.7379691,51.23355408,453,December
24.25,12.25,0,1009.25,30.75,328.3176715,50.34407484,481,December
23.5,15,0.6,1009.75,28.75,334,43.39,420,December
24,13.25,0.075,1007.5,30.25,331.7234266,69.79895105,286,January
23.75,14.25,0.075,1008,30,334.1591479,51.8047619,399,January
23,18.25,0.05,1011,27.75,346.6431034,102.4431034,406,January
23.25,14.5,0,1014,27.25,337.7019841,140.835119,504,January
23.75,17.5,0,1013.5,28.25,351.3087114,121.5219601,551,January
25,17.25,0,1013.75,31,338.5552448,85.72983683,429,January
25,12.5,0,1014.5,33,342.5148148,100.03,270,January
24.25,13.25,0.35,1014.25,30.75,336.1927602,113.758371,221,January
23.75,15.75,0,1013.5,29.5,335.0435484,97.67193548,310,January
22.75,18.25,0,1013.25,26.75,342.3218182,101.5207792,385,January
23.5,16.25,0.05,1013,28,337.7838863,146.392891,422,January
23.5,18,0.075,1010.5,28,345.8796078,124.3364706,255,January
25.25,20,0.25,1007.25,31,330.7367893,77.04481605,299,January
23.75,24.5,0.05,1010.75,29.25,336.4984848,52.73181818,198,January
21.5,21.75,0,1013.5,25,336.80625,63.90364583,192,January
23.25,19.5,0,1013.5,28,333.1626168,49.14485981,214,January
23.75,13.5,0,1012.75,27.75,341.6674419,147.8213178,258,January
25.25,12.75,0,1014,30,335.5115523,98.75559567,277,January
25.5,16,0,1011.75,31,340.94375,143.9275391,512,January
25.75,16.5,0.025,1010.75,32,343.4026978,182.4609712,556,January
26,16.25,0.075,1010,32.25,340.9485816,95.02375887,282,January
25.25,15.5,0,1009.5,31.25,334.644335,95.07783251,203,January
25.25,11.25,0,1010,30.75,335.786087,65.66565217,230,January
24.75,16.25,0,1008.25,30.5,332.8527523,76.2440367,218,January
25,17.25,0,1008.5,30,340.2699029,92.41877023,309,January
25.75,13,0,1008.5,31.5,343.7803653,118.8296804,219,January
26.25,17.75,0.1,1008,31.5,331.4268293,40.50650407,123,January
26.25,19.25,1.075,1008.75,30.75,341.6035398,126.5681416,113,January
23.75,22.75,0.075,1010,28,325.8795455,38.48409091,88,January
22.75,21,0.175,1008.75,27,331.0484375,37.6859375,64,January
21.5,19.5,0.025,1009.25,26.25,329.5719512,46.54512195,82,January
21,16.75,0.15,1012.25,24.25,330.72,31.69428571,35,February
21.5,14,0.6,1013.25,24.75,324.0317073,37.23170732,41,February
22.5,18.5,1.825,1014.5,25.5,325.0073171,45.04390244,41,February
23,17.5,0.125,1017.25,27,326.0948718,44.64102564,39,February
23.75,16,0,1016.5,28.5,328.1046512,46.41860465,86,February
24,18.5,0,1015.75,28,339.1717949,105.2589744,39,February
24.5,19.25,0,1015.5,28,324.4566038,40.69433962,106,February
24.75,17.5,0,1014,29.5,335.2245283,35.09339623,106,February
25,16.75,0.075,1012.5,30,334.7864286,70.23357143,140,February
24.25,13.25,0.075,1009.5,31.25,335.8763804,80.9208589,326,February
23.5,19.25,0,1007.5,29.75,329.6056548,48.30446429,336,February
23.75,16,0,1009.25,29.5,337.5469512,64.74512195,328,February
23.5,16.25,0.05,1011.25,29,341.5883041,74.64210526,171,February
24.75,13.75,0,1011.5,33,334.5004132,130.9553719,242,February
24.5,15.25,0,1012,31,334.555157,60.267713,223,February
23.75,15,0,1009.75,29.25,334.3686957,107.7721739,230,February
23,16,0,1010.5,27.75,337.4366864,55.85857988,169,February
23.25,15,0.475,1009.5,28.75,320.9988636,30.45340909,88,February
23.25,18.25,0,1010.25,28.25,329.2831325,44.76987952,83,February
23,17,0.65,1013,26.75,326.7576923,29.97884615,52,February
22.75,15,0,1012,26.25,323.1642857,38.42261905,84,February
23,14.5,0.275,1011,26.5,329.2925373,28.2238806,67,February
24,21.75,0.525,1010,28.25,326.1666667,38.7037037,54,February
23.75,17.5,0,1010,29,333.525974,55.52467532,77,February
22.75,18,0.575,1008.75,27.25,327.9877551,44.0755102,49,February
21.25,16.5,0.25,1010.5,26,320.5628571,18.30285714,35,February
22.25,16,0.05,1013.75,26,336.7457447,42.21170213,94,February
22.25,14.25,0,1012.75,27.5,328.6552147,57.35276074,163,February
23.25,15,0,1011.75,28.75,334.6228188,48.1738255,149,March
23.25,16.75,0.05,1011.75,27.5,329.3688073,32.84954128,109,March
22.75,13.5,0.025,1011.75,27.75,327.3358974,24.83589744,78,March
23,16.75,0,1013.25,28.25,325.537037,36.18518519,54,March
22.75,14.5,0.05,1015,27,326.4814815,59.67407407,81,March
22.5,20.5,0.825,1018,26.5,326.4577465,49.32394366,142,March
22.75,18,0.925,1018.5,27,329.6740741,46.77860082,243,March
23,17.75,0.1,1018.5,27,336.4923077,64.80588235,221,March
23.75,20.25,0.15,1020.25,27,325.9862857,43.26,175,March
23.75,19,0,1021.5,27.75,330.622807,45.21052632,114,March
22.75,16,0.225,1020.5,28,323.7519231,40.83205128,156,March
22.25,14.25,0.075,1019.25,27.25,327.2733333,31.50833333,120,March
22.5,13.25,0.4,1018.25,27,329.7841699,36.01428571,259,March
22.25,16.25,0.05,1015.5,27.25,329.0496933,50.03190184,163,March
21.75,14.5,0.025,1013,27.75,327.4739414,26.6742671,307,March
21.25,15.5,0.025,1014,26,334.662381,44.54309524,420,March
23.25,19.5,0,1013,29.25,329.6464286,68.63794643,224,March
22.5,17,0.025,1015.75,28,327.0476015,72.35461255,271,March
23.25,11.75,0.025,1017.25,29.25,330.89625,36.13625,320,March
23,20.75,0,1019.5,26.5,325.7867769,35.9161157,242,March
22,16.5,1.35,1018.25,26.25,325.8888889,39.71666667,180,March
22.25,18,0.175,1017.25,25.75,331.9853175,36.14761905,252,March
23.25,15.25,0.1,1017,27.25,334.2857778,77.26933333,225,March
23,20.5,0,1014.5,27.5,324.1456,35.5728,125,March
22.5,22.25,0,1010.25,26,336.3200803,75.35542169,249,March
20.75,14,0,1010,24.75,325.8933555,44.88239203,301,March
21,16,0,1013.75,25.75,329.4529476,47.28406114,916,March
21.25,16.5,0,1016,27,336.1200366,82.89121683,1093,March
21.25,16.5,0.475,1016,25.25,331.530127,60.40036298,551,March
22.25,14.25,0.15,1013.5,29.25,328.1004425,61.10353982,226,March
21.25,15.5,0.025,1015.75,26,327.3355649,35.74351464,239,March
22.5,14,0,1015.5,27.5,334.7633333,58.262,300,April
22.25,13.25,0,1016.5,27.5,333.4918295,89.18419183,563,April
21.75,14.25,0.025,1018.25,27.25,331.500713,57.21889483,1122,April
21.5,15.25,1,1017,26,330.292145,54.4224572,993,April
21.5,13.5,0.025,1015.25,27.5,327.5066508,39.55787807,1263,April
21.25,13.25,0,1016.25,26.75,328.5594595,49.52357357,666,April
22,16.5,0,1016.75,26.75,329.9675487,40.18008357,718,April
22.25,14.75,0.025,1016.25,28,336.1690407,52.9181686,688,April
23.25,13.5,0,1015.5,29,329.2202186,45.25245902,915,April
21.75,17.5,0,1018,26,331.4175711,59.17338501,774,April
22.5,21,0,1017.5,27.25,327.8780397,41.63498759,806,April
21,17,0,1016.25,25.5,325.4487461,40.89592476,638,April
20.75,17,0,1014,25.75,341.501147,84.78915537,959,April
20.75,23,0.175,1010.5,24.75,326.8024015,66.01681076,1041,April
21,17.25,0.1,1011.75,25.25,335.8899497,99.59824121,796,April
22,10.25,0,1014.5,26.5,330.8452975,56.52735125,1042,April
20.25,14.5,0.025,1019.5,24.75,333.6087507,59.86839378,1737,April
20,14.75,0.75,1019.75,24.5,328.8109232,58.30465116,1419,April
20.5,13,0.075,1017,24.75,328.5475908,45.5943662,1349,April
21,13.25,0.325,1016.75,26,328.1914081,56.92155927,1257,April
21.25,14.25,0.775,1017.5,25.75,330.0917362,44.54730857,1319,April
20.5,16,0.7,1016.5,25.5,331.3757401,69.57689145,1216,April
20.75,16.75,0.175,1016.25,25.75,329.2047372,54.43491239,1541,April
19.75,10.5,0,1016.5,25.25,335.6314985,61.06458716,1635,April
19.5,8.5,0.4,1015.25,24.5,327.9351292,40.54118081,1355,April
19.75,14,0.025,1015.5,24.25,329.3455349,48.70831123,1131,April
19,16.25,0.05,1020.75,24,323.9794065,35.02697842,1112,April
18.75,13.5,0.375,1022.25,23.75,333.9193466,52.15787017,2357,April
19.5,14.5,0.025,1022.75,23.5,327.1377648,63.97319211,1369,April
18.75,16,0.225,1021.25,23.75,329.3774211,45.25949706,1869,April
